3 | extra cellular matrix | motor protein | nuclear-envelope | carbon skeleton 
4592 | tertiary protein structure | hydrogen-bond | first electron-shell | atomic nucleus 
4593 | tertiary protein structure | van der waals interaction | first electron-shell | atomic nucleus 
4594 | tertiary protein structure | hydrophobic interaction | first electron-shell | atomic nucleus 
4595 | tertiary protein structure | secondary structure | first electron-shell | atomic nucleus 
4596 | mitochondrial matrix | aqueous solution | capsule | cell wall 
4597 | mitochondrial matrix | protein enzyme | capsule | cell wall 
4598 | mitochondrial matrix | ribosome | capsule | cell wall 
4607 | phosphate group | oxygen atom | thylakoid space | aqueous solution 
4607 | phosphate group | oxygen atom | thylakoid space | aqueous solution 
4608 | phosphate group | phosphorus atom | thylakoid space | aqueous solution 
4608 | phosphate group | phosphorus atom | thylakoid space | aqueous solution 
4609 | phosphate group | oxygen atom | thylakoid space | aqueous solution 
4609 | phosphate group | oxygen atom | thylakoid space | aqueous solution 
4610 | stroma | ribosome | cisternal space | aqueous solution 
4611 | stroma | protein enzyme | cisternal space | aqueous solution 
4612 | stroma | protein enzyme | cisternal space | aqueous solution 
4613 | stroma | MRNA | cisternal space | aqueous solution 
4614 | atomic nucleus | proton | membrane | carbon skeleton 
4618 | first electron-shell | atomic nucleus | chloroplast | stroma 
4619 | nucleus | nucleolus | second electron-shell | first electron-shell 
4620 | first electron-shell | atomic nucleus | tertiary protein structure | hydrogen-bond 
4620 | first electron-shell | atomic nucleus | tertiary protein structure | van der waals interaction 
4620 | first electron-shell | atomic nucleus | tertiary protein structure | hydrophobic interaction 
4620 | first electron-shell | atomic nucleus | tertiary protein structure | secondary structure 
4629 | chloroplast | stroma | nuclear-envelope | carbon skeleton 
4630 | extra cellular matrix | motor protein | cisternal space | aqueous solution 
4631 | extra cellular matrix | aqueous solution | cisternal space | aqueous solution 
4634 | nuclear-envelope | carbon skeleton | tertiary protein structure | hydrogen-bond 
4634 | nuclear-envelope | carbon skeleton | tertiary protein structure | van der waals interaction 
4634 | nuclear-envelope | carbon skeleton | tertiary protein structure | hydrophobic interaction 
4634 | nuclear-envelope | carbon skeleton | tertiary protein structure | secondary structure 
4645 | chloroplast membrane | carbon skeleton | membrane | carbon skeleton 
4646 | chloroplast membrane | carbon skeleton | membrane | carbon skeleton 
4648 | capsule | cell wall | cisternal space | aqueous solution 
4649 | nucleus | nucleolus | thylakoid space | aqueous solution 
4649 | nucleus | nucleolus | thylakoid space | aqueous solution 
4653 | secondary structure | primary structure | first electron-shell | atomic nucleus 
4654 | secondary structure | hydrogen-bond | first electron-shell | atomic nucleus 
4655 | glyoxysome | protein enzyme | first electron-shell | atomic nucleus 
4656 | glyoxysome | protein enzyme | first electron-shell | atomic nucleus 
4657 | secondary structure | primary structure | nuclear-envelope | carbon skeleton 
4658 | secondary structure | hydrogen-bond | nuclear-envelope | carbon skeleton 
4664 | capsule | cell wall | thylakoid space | aqueous solution 
4664 | capsule | cell wall | thylakoid space | aqueous solution 
4669 | amyloplast | starch | chloroplast | stroma 
4673 | hydroxyl group | hydrogen atom | tertiary protein structure | hydrogen-bond 
4673 | hydroxyl group | hydrogen atom | tertiary protein structure | van der waals interaction 
4673 | hydroxyl group | hydrogen atom | tertiary protein structure | hydrophobic interaction 
4673 | hydroxyl group | hydrogen atom | tertiary protein structure | secondary structure 
4674 | hydroxyl group | oxygen atom | tertiary protein structure | hydrogen-bond 
4674 | hydroxyl group | oxygen atom | tertiary protein structure | van der waals interaction 
4674 | hydroxyl group | oxygen atom | tertiary protein structure | hydrophobic interaction 
4674 | hydroxyl group | oxygen atom | tertiary protein structure | secondary structure 
4676 | peroxisome | protein enzyme | second electron-shell | first electron-shell 
4677 | peroxisome | protein enzyme | second electron-shell | first electron-shell 
4678 | hydration shell | water molecule | chloroplast | stroma 
4679 | hydration shell | water molecule | chloroplast | stroma 
4680 | sulfhydryl group | sulfur atom | thylakoid space | aqueous solution 
4680 | sulfhydryl group | sulfur atom | thylakoid space | aqueous solution 
4681 | sulfhydryl group | hydrogen atom | thylakoid space | aqueous solution 
4681 | sulfhydryl group | hydrogen atom | thylakoid space | aqueous solution 
4684 | secondary structure | primary structure | chloroplast | stroma 
4685 | secondary structure | hydrogen-bond | chloroplast | stroma 
4686 | nucleus | nucleolus | nuclear-envelope | carbon skeleton 
4693 | cisternal space | aqueous solution | tertiary protein structure | hydrogen-bond 
4693 | cisternal space | aqueous solution | tertiary protein structure | van der waals interaction 
4693 | cisternal space | aqueous solution | tertiary protein structure | hydrophobic interaction 
4693 | cisternal space | aqueous solution | tertiary protein structure | secondary structure 
4694 | methyl group | hydrogen atom | thylakoid space | aqueous solution 
4694 | methyl group | hydrogen atom | thylakoid space | aqueous solution 
4698 | methyl group | hydrogen atom | cisternal space | aqueous solution 
4699 | atomic nucleus | proton | chloroplast | stroma 
4700 | nuclear-envelope | carbon skeleton | chloroplast | stroma 
4701 | peroxisome | protein enzyme | membrane | carbon skeleton 
4702 | peroxisome | protein enzyme | membrane | carbon skeleton 
4707 | leaf | oxygen molecule | nuclear-envelope | carbon skeleton 
4708 | secondary structure | primary structure | secondary structure | primary structure 
4708 | secondary structure | primary structure | secondary structure | hydrogen-bond 
4709 | secondary structure | hydrogen-bond | secondary structure | primary structure 
4709 | secondary structure | hydrogen-bond | secondary structure | hydrogen-bond 
4712 | mitochondrial matrix | aqueous solution | secondary structure | primary structure 
4712 | mitochondrial matrix | aqueous solution | secondary structure | hydrogen-bond 
4713 | mitochondrial matrix | protein enzyme | secondary structure | primary structure 
4713 | mitochondrial matrix | protein enzyme | secondary structure | hydrogen-bond 
4714 | mitochondrial matrix | ribosome | secondary structure | primary structure 
4714 | mitochondrial matrix | ribosome | secondary structure | hydrogen-bond 
4719 | atomic nucleus | proton | membrane | carbon skeleton 
4720 | hydroxyl group | hydrogen atom | amyloplast | starch 
4721 | hydroxyl group | oxygen atom | amyloplast | starch 
4733 | mitochondrial membrane | carbon skeleton | cisternal space | aqueous solution 
4737 | extra cellular matrix | motor protein | tertiary protein structure | hydrogen-bond 
4737 | extra cellular matrix | motor protein | tertiary protein structure | van der waals interaction 
4737 | extra cellular matrix | motor protein | tertiary protein structure | hydrophobic interaction 
4737 | extra cellular matrix | motor protein | tertiary protein structure | secondary structure 
4738 | extra cellular matrix | aqueous solution | tertiary protein structure | hydrogen-bond 
4738 | extra cellular matrix | aqueous solution | tertiary protein structure | van der waals interaction 
4738 | extra cellular matrix | aqueous solution | tertiary protein structure | hydrophobic interaction 
4738 | extra cellular matrix | aqueous solution | tertiary protein structure | secondary structure 
4739 | orbital | electron | amyloplast | starch 
4740 | ER membrane | carbon skeleton | second electron-shell | first electron-shell 
4741 | ER membrane | cisternal space | second electron-shell | first electron-shell 
4744 | secondary structure | primary structure | chloroplast | stroma 
4745 | secondary structure | hydrogen-bond | chloroplast | stroma 
4757 | amino group | nitrogen atom | first electron-shell | atomic nucleus 
4758 | amino group | hydrogen atom | first electron-shell | atomic nucleus 
4767 | atomic nucleus | proton | chloroplast | stroma 
4772 | glyoxysome | protein enzyme | membrane | carbon skeleton 
4773 | glyoxysome | protein enzyme | membrane | carbon skeleton 
4776 | ER membrane | carbon skeleton | nuclear-envelope | carbon skeleton 
4777 | ER membrane | cisternal space | nuclear-envelope | carbon skeleton 
4790 | capsule | cell wall | secondary structure | primary structure 
4790 | capsule | cell wall | secondary structure | hydrogen-bond 
4792 | nuclear-envelope | carbon skeleton | secondary structure | primary structure 
4792 | nuclear-envelope | carbon skeleton | secondary structure | hydrogen-bond 
4797 | hydration shell | water molecule | chloroplast | stroma 
4798 | hydration shell | water molecule | chloroplast | stroma 
4801 | thylakoid space | aqueous solution | second electron-shell | first electron-shell 
4802 | thylakoid space | aqueous solution | second electron-shell | first electron-shell 
4808 | hydroxyl group | hydrogen atom | cisternal space | aqueous solution 
4809 | hydroxyl group | oxygen atom | cisternal space | aqueous solution 
4810 | peroxisome | protein enzyme | membrane | carbon skeleton 
4811 | peroxisome | protein enzyme | membrane | carbon skeleton 
4818 | amino group | nitrogen atom | chloroplast | stroma 
4819 | amino group | hydrogen atom | chloroplast | stroma 
4827 | capsule | cell wall | thylakoid space | aqueous solution 
4827 | capsule | cell wall | thylakoid space | aqueous solution 
4832 | hydration shell | water molecule | nuclear-envelope | carbon skeleton 
4833 | hydration shell | water molecule | nuclear-envelope | carbon skeleton 
4837 | phosphate group | oxygen atom | second electron-shell | first electron-shell 
4838 | phosphate group | phosphorus atom | second electron-shell | first electron-shell 
4839 | phosphate group | oxygen atom | second electron-shell | first electron-shell 
4840 | chloroplast membrane | carbon skeleton | thylakoid space | aqueous solution 
4840 | chloroplast membrane | carbon skeleton | thylakoid space | aqueous solution 
4841 | chloroplast membrane | carbon skeleton | thylakoid space | aqueous solution 
4841 | chloroplast membrane | carbon skeleton | thylakoid space | aqueous solution 
4842 | chloroplast | stroma | secondary structure | primary structure 
4842 | chloroplast | stroma | secondary structure | hydrogen-bond 
4848 | cisternal space | aqueous solution | membrane | carbon skeleton 
4850 | stroma | ribosome | tertiary protein structure | hydrogen-bond 
4850 | stroma | ribosome | tertiary protein structure | van der waals interaction 
4850 | stroma | ribosome | tertiary protein structure | hydrophobic interaction 
4850 | stroma | ribosome | tertiary protein structure | secondary structure 
4851 | stroma | protein enzyme | tertiary protein structure | hydrogen-bond 
