0 | ethyl alcohol | polar covalent bond | pyruvate | kinetic energy 
14581 | alpha tubulin | peptide linkage | proton pump | peptide linkage 
14582 | alpha tubulin | kinetic energy | proton pump | single bond 
14582 | alpha tubulin | kinetic energy | proton pump | double bond 
14582 | alpha tubulin | kinetic energy | proton pump | kinetic energy 
14582 | alpha tubulin | kinetic energy | proton pump | peptide linkage 
14583 | acetyl CoA | double bond | chlorophyll B | double bond 
14583 | acetyl CoA | double bond | chlorophyll B | kinetic energy 
14583 | acetyl CoA | double bond | chlorophyll B | single bond 
14584 | acetyl CoA | ester linkage | chlorophyll B | double bond 
14584 | acetyl CoA | ester linkage | chlorophyll B | kinetic energy 
14584 | acetyl CoA | ester linkage | chlorophyll B | single bond 
14585 | acetyl CoA | kinetic energy | chlorophyll B | double bond 
14585 | acetyl CoA | kinetic energy | chlorophyll B | kinetic energy 
14585 | acetyl CoA | kinetic energy | chlorophyll B | single bond 
14586 | polysaccharide | double bond | gradient | potential energy 
14587 | polysaccharide | polar covalent bond | gradient | potential energy 
14588 | polysaccharide | kinetic energy | gradient | potential energy 
14589 | polysaccharide | glycosidic linkage | gradient | potential energy 
14590 | hydroxide ion | polar covalent bond | peripheral protein | kinetic energy 
14591 | ribulose bisphosphate | double bond | microfibril | kinetic energy 
14592 | ribulose bisphosphate | polar covalent bond | microfibril | kinetic energy 
14593 | alcohol | kinetic energy | polypeptide | peptide linkage 
14594 | alcohol | polar covalent bond | polypeptide | peptide linkage 
14595 | PEP carboxylase | kinetic energy | ATP synthase | kinetic energy 
14595 | PEP carboxylase | kinetic energy | ATP synthase | peptide linkage 
14596 | PEP carboxylase | disulfide bond | ATP synthase | kinetic energy 
14596 | PEP carboxylase | disulfide bond | ATP synthase | peptide linkage 
14597 | unsaturated fat | double bond | NAD plus | covalent bond 
14597 | unsaturated fat | double bond | NAD plus | kinetic energy 
14598 | asparagine | kinetic energy | fat molecule | ester linkage 
14598 | asparagine | kinetic energy | fat molecule | chemical energy 
14599 | asparagine | single bond | fat molecule | ester linkage 
14599 | asparagine | single bond | fat molecule | chemical energy 
14600 | hexose | polar covalent bond | glycogen | polar covalent bond 
14600 | hexose | polar covalent bond | glycogen | kinetic energy 
14601 | hexose | double bond | glycogen | polar covalent bond 
14601 | hexose | double bond | glycogen | kinetic energy 
14602 | water molecule | polar covalent bond | FADH2 | kinetic energy 
14603 | water molecule | polar covalent bond | FADH2 | kinetic energy 
14604 | aquaporin | kinetic energy | intermediate filament | kinetic energy 
14604 | aquaporin | kinetic energy | intermediate filament | covalent bond 
14605 | aspartic acid | single bond | amylopectin | double bond 
14606 | aspartic acid | kinetic energy | amylopectin | double bond 
14609 | tubulin | kinetic energy | glycine | nonpolar covalent bond 
14609 | tubulin | kinetic energy | glycine | kinetic energy 
14610 | polypeptide | peptide linkage | amphipathic molecule | kinetic energy 
14611 | ethyl alcohol | polar covalent bond | polymer | covalent bond 
14612 | ethyl alcohol | polar covalent bond | polymer | covalent bond 
14613 | polypeptide | peptide linkage | water | potential energy 
14613 | polypeptide | peptide linkage | water | hydrogen-bond 
14614 | polymer | covalent bond | asparagine | kinetic energy 
14614 | polymer | covalent bond | asparagine | single bond 
14615 | hydrocarbon molecule | single bond | ATP | kinetic energy 
14615 | hydrocarbon molecule | single bond | ATP | double bond 
14615 | hydrocarbon molecule | single bond | ATP | single bond 
14616 | hydrocarbon molecule | kinetic energy | ATP | kinetic energy 
14616 | hydrocarbon molecule | kinetic energy | ATP | double bond 
14616 | hydrocarbon molecule | kinetic energy | ATP | single bond 
14617 | P680 | kinetic energy | tubulin | kinetic energy 
14618 | P680 | single bond | tubulin | kinetic energy 
14619 | ATP | kinetic energy | monosaccharide | double bond 
14619 | ATP | kinetic energy | monosaccharide | polar covalent bond 
14620 | ATP | double bond | monosaccharide | double bond 
14620 | ATP | double bond | monosaccharide | polar covalent bond 
14621 | ATP | single bond | monosaccharide | double bond 
14621 | ATP | single bond | monosaccharide | polar covalent bond 
14622 | phosphatidylcholine | ester linkage | ATP | kinetic energy 
14622 | phosphatidylcholine | ester linkage | ATP | double bond 
14622 | phosphatidylcholine | ester linkage | ATP | single bond 
14623 | asparagine | kinetic energy | hydrogen ion gradient | proton-motive force 
14624 | asparagine | single bond | hydrogen ion gradient | proton-motive force 
14625 | coenzyme A | kinetic energy | glucose | kinetic energy 
14625 | coenzyme A | kinetic energy | glucose | double bond 
14625 | coenzyme A | kinetic energy | glucose | polar covalent bond 
14626 | oxygen molecule | nonpolar covalent bond | ATP synthase | kinetic energy 
14626 | oxygen molecule | nonpolar covalent bond | ATP synthase | peptide linkage 
14627 | oxygen molecule | double bond | ATP synthase | kinetic energy 
14627 | oxygen molecule | double bond | ATP synthase | peptide linkage 
14628 | glycogen | polar covalent bond | molecule | kinetic energy 
14628 | glycogen | polar covalent bond | molecule | chemical bond 
14629 | glycogen | kinetic energy | molecule | kinetic energy 
14629 | glycogen | kinetic energy | molecule | chemical bond 
14630 | steroid | kinetic energy | hydrogen ion gradient | proton-motive force 
14631 | alcohol | kinetic energy | polypeptide | peptide linkage 
14632 | alcohol | polar covalent bond | polypeptide | peptide linkage 
14633 | dynein | kinetic energy | hydrocarbon molecule | single bond 
14633 | dynein | kinetic energy | hydrocarbon molecule | kinetic energy 
14634 | carbon dioxide | polar covalent bond | motor protein | kinetic energy 
14635 | carbon dioxide | double bond | motor protein | kinetic energy 
14636 | nonpolar molecule | covalent bond | protein | peptide linkage 
14637 | disaccharide | double bond | aldehyde | kinetic energy 
14638 | disaccharide | polar covalent bond | aldehyde | kinetic energy 
14639 | disaccharide | kinetic energy | aldehyde | kinetic energy 
14640 | disaccharide | glycosidic linkage | aldehyde | kinetic energy 
14641 | motor protein | kinetic energy | aldehyde | kinetic energy 
14642 | PEP carboxylase | kinetic energy | peripheral protein | kinetic energy 
14643 | PEP carboxylase | disulfide bond | peripheral protein | kinetic energy 
14644 | alpha tubulin | peptide linkage | ADP | single bond 
14644 | alpha tubulin | peptide linkage | ADP | kinetic energy 
14644 | alpha tubulin | peptide linkage | ADP | double bond 
14645 | alpha tubulin | kinetic energy | ADP | single bond 
14645 | alpha tubulin | kinetic energy | ADP | kinetic energy 
14645 | alpha tubulin | kinetic energy | ADP | double bond 
14646 | NADH | kinetic energy | AMP | single bond 
14646 | NADH | kinetic energy | AMP | double bond 
14646 | NADH | kinetic energy | AMP | kinetic energy 
14647 | pentose | double bond | ketone | kinetic energy 
14647 | pentose | double bond | ketone | double bond 
14648 | pentose | polar covalent bond | ketone | kinetic energy 
14648 | pentose | polar covalent bond | ketone | double bond 
14649 | water | potential energy | cellulose | double bond 
14649 | water | potential energy | cellulose | polar covalent bond 
14649 | water | potential energy | cellulose | kinetic energy 
14650 | water | hydrogen-bond | cellulose | double bond 
14650 | water | hydrogen-bond | cellulose | polar covalent bond 
14650 | water | hydrogen-bond | cellulose | kinetic energy 
14651 | protein | peptide linkage | ribulose bisphosphate | double bond 
14651 | protein | peptide linkage | ribulose bisphosphate | polar covalent bond 
14652 | triose | double bond | carbon dioxide | polar covalent bond 
14652 | triose | double bond | carbon dioxide | double bond 
14653 | triose | polar covalent bond | carbon dioxide | polar covalent bond 
14653 | triose | polar covalent bond | carbon dioxide | double bond 
14654 | MRNA | phosphodiester bond | acetyl CoA | double bond 
14654 | MRNA | phosphodiester bond | acetyl CoA | ester linkage 
14654 | MRNA | phosphodiester bond | acetyl CoA | kinetic energy 
14655 | MRNA | double bond | acetyl CoA | double bond 
14655 | MRNA | double bond | acetyl CoA | ester linkage 
14655 | MRNA | double bond | acetyl CoA | kinetic energy 
14656 | MRNA | kinetic energy | acetyl CoA | double bond 
14656 | MRNA | kinetic energy | acetyl CoA | ester linkage 
14656 | MRNA | kinetic energy | acetyl CoA | kinetic energy 
14657 | unsaturated fatty acid | kinetic energy | hydrocarbon molecule | single bond 
14657 | unsaturated fatty acid | kinetic energy | hydrocarbon molecule | kinetic energy 
14658 | alcohol | kinetic energy | chlorophyll B | double bond 
14658 | alcohol | kinetic energy | chlorophyll B | kinetic energy 
14658 | alcohol | kinetic energy | chlorophyll B | single bond 
14659 | alcohol | polar covalent bond | chlorophyll B | double bond 
14659 | alcohol | polar covalent bond | chlorophyll B | kinetic energy 
14659 | alcohol | polar covalent bond | chlorophyll B | single bond 
14660 | ketone | kinetic energy | lysosomal enzyme | kinetic energy 
14661 | ketone | double bond | lysosomal enzyme | kinetic energy 
14662 | ice | hydrogen-bond | basic amino acid | single bond 
14662 | ice | hydrogen-bond | basic amino acid | kinetic energy 
14663 | water molecule | polar covalent bond | oligosaccharide | double bond 
14663 | water molecule | polar covalent bond | oligosaccharide | polar covalent bond 
14663 | water molecule | polar covalent bond | oligosaccharide | glycosidic linkage 
14664 | water molecule | polar covalent bond | oligosaccharide | double bond 
14664 | water molecule | polar covalent bond | oligosaccharide | polar covalent bond 
14664 | water molecule | polar covalent bond | oligosaccharide | glycosidic linkage 
14665 | ribulose bisphosphate | double bond | amylopectin | double bond 
14666 | ribulose bisphosphate | polar covalent bond | amylopectin | double bond 
14667 | gradient | potential energy | ATP synthase | kinetic energy 
14667 | gradient | potential energy | ATP synthase | peptide linkage 
14668 | carboxylic acid | kinetic energy | hydrogen ion gradient | proton-motive force 
14669 | saturated fatty acid | kinetic energy | fatty acid | kinetic energy 
14670 | saturated fatty acid | single bond | fatty acid | kinetic energy 
14671 | hydrophobic amino acid | nonpolar covalent bond | AMP | single bond 
14671 | hydrophobic amino acid | nonpolar covalent bond | AMP | double bond 
14671 | hydrophobic amino acid | nonpolar covalent bond | AMP | kinetic energy 
14672 | protein | peptide linkage | glucose | kinetic energy 
14672 | protein | peptide linkage | glucose | double bond 
14672 | protein | peptide linkage | glucose | polar covalent bond 
14673 | acidic amino acid | single bond | alanine | kinetic energy 
14673 | acidic amino acid | single bond | alanine | nonpolar covalent bond 
14674 | monosaccharide | double bond | basic amino acid | single bond 
14674 | monosaccharide | double bond | basic amino acid | kinetic energy 
14675 | monosaccharide | polar covalent bond | basic amino acid | single bond 
14675 | monosaccharide | polar covalent bond | basic amino acid | kinetic energy 
14676 | hydrogen ion gradient | proton-motive force | alanine | kinetic energy 
14676 | hydrogen ion gradient | proton-motive force | alanine | nonpolar covalent bond 
14677 | amino acid | kinetic energy | nonpolar molecule | covalent bond 
14678 | plant cell | turgor pressure | chlorophyll B | double bond 
14678 | plant cell | turgor pressure | chlorophyll B | kinetic energy 
14678 | plant cell | turgor pressure | chlorophyll B | single bond 
14679 | carotenoid | chemical bond | water molecule | polar covalent bond 
