0 | glycosidic linkage | polar covalent bond | phosphodiester bond | ester linkage 
3794 | endomembranous system | Golgi apparatus | thylakoid electron transport chain | plastoquinone 
3794 | endomembranous system | Golgi apparatus | thylakoid electron transport chain | plastocyanin 
3794 | endomembranous system | Golgi apparatus | thylakoid electron transport chain | cytochrome complex 
3794 | endomembranous system | Golgi apparatus | thylakoid electron transport chain | ferredoxin 
3795 | endomembranous system | smooth endoplasmic reticulum | thylakoid electron transport chain | plastoquinone 
3795 | endomembranous system | smooth endoplasmic reticulum | thylakoid electron transport chain | plastocyanin 
3795 | endomembranous system | smooth endoplasmic reticulum | thylakoid electron transport chain | cytochrome complex 
3795 | endomembranous system | smooth endoplasmic reticulum | thylakoid electron transport chain | ferredoxin 
3796 | endomembranous system | vacuole | thylakoid electron transport chain | plastoquinone 
3796 | endomembranous system | vacuole | thylakoid electron transport chain | plastocyanin 
3796 | endomembranous system | vacuole | thylakoid electron transport chain | cytochrome complex 
3796 | endomembranous system | vacuole | thylakoid electron transport chain | ferredoxin 
3797 | photosystem I | light-harvesting complex | thylakoid electron transport chain | plastoquinone 
3797 | photosystem I | light-harvesting complex | thylakoid electron transport chain | plastocyanin 
3797 | photosystem I | light-harvesting complex | thylakoid electron transport chain | cytochrome complex 
3797 | photosystem I | light-harvesting complex | thylakoid electron transport chain | ferredoxin 
3798 | photosystem I | reaction-center complex | thylakoid electron transport chain | plastoquinone 
3798 | photosystem I | reaction-center complex | thylakoid electron transport chain | plastocyanin 
3798 | photosystem I | reaction-center complex | thylakoid electron transport chain | cytochrome complex 
3798 | photosystem I | reaction-center complex | thylakoid electron transport chain | ferredoxin 
3799 | photosystem I | reaction-center complex | thylakoid electron transport chain | plastoquinone 
3799 | photosystem I | reaction-center complex | thylakoid electron transport chain | plastocyanin 
3799 | photosystem I | reaction-center complex | thylakoid electron transport chain | cytochrome complex 
3799 | photosystem I | reaction-center complex | thylakoid electron transport chain | ferredoxin 
3800 | photosystem I | light-harvesting complex | thylakoid electron transport chain | plastoquinone 
3800 | photosystem I | light-harvesting complex | thylakoid electron transport chain | plastocyanin 
3800 | photosystem I | light-harvesting complex | thylakoid electron transport chain | cytochrome complex 
3800 | photosystem I | light-harvesting complex | thylakoid electron transport chain | ferredoxin 
3808 | amino acid sequence | amino acid | amino acid sequence | amino acid 
3808 | amino acid sequence | amino acid | amino acid sequence | amino acid 
3809 | amino acid sequence | amino acid | amino acid sequence | amino acid 
3809 | amino acid sequence | amino acid | amino acid sequence | amino acid 
3812 | phosphodiester bond | ester linkage | amino acid sequence | amino acid 
3812 | phosphodiester bond | ester linkage | amino acid sequence | amino acid 
3813 | phosphodiester bond | ester linkage | amino acid sequence | amino acid 
3813 | phosphodiester bond | ester linkage | amino acid sequence | amino acid 
3823 | protein complex | protein | cytochrome complex | cytochrome 
3823 | protein complex | protein | cytochrome complex | cytochrome 
3824 | reaction-center complex | protein | granum | thylakoid 
3824 | reaction-center complex | protein | granum | thylakoid 
3824 | reaction-center complex | protein | granum | thylakoid 
3825 | reaction-center complex | chlorophyll A | granum | thylakoid 
3825 | reaction-center complex | chlorophyll A | granum | thylakoid 
3825 | reaction-center complex | chlorophyll A | granum | thylakoid 
3826 | reaction-center complex | chlorophyll A | granum | thylakoid 
3826 | reaction-center complex | chlorophyll A | granum | thylakoid 
3826 | reaction-center complex | chlorophyll A | granum | thylakoid 
3827 | reaction-center complex | protein | granum | thylakoid 
3827 | reaction-center complex | protein | granum | thylakoid 
3827 | reaction-center complex | protein | granum | thylakoid 
3828 | electromagnetic spectrum | ultraviolet ray | photosystem I | light-harvesting complex 
3828 | electromagnetic spectrum | ultraviolet ray | photosystem I | reaction-center complex 
3828 | electromagnetic spectrum | ultraviolet ray | photosystem I | reaction-center complex 
3828 | electromagnetic spectrum | ultraviolet ray | photosystem I | light-harvesting complex 
3829 | electromagnetic spectrum | visible light | photosystem I | light-harvesting complex 
3829 | electromagnetic spectrum | visible light | photosystem I | reaction-center complex 
3829 | electromagnetic spectrum | visible light | photosystem I | reaction-center complex 
3829 | electromagnetic spectrum | visible light | photosystem I | light-harvesting complex 
3830 | electromagnetic spectrum | infrared ray | photosystem I | light-harvesting complex 
3830 | electromagnetic spectrum | infrared ray | photosystem I | reaction-center complex 
3830 | electromagnetic spectrum | infrared ray | photosystem I | reaction-center complex 
3830 | electromagnetic spectrum | infrared ray | photosystem I | light-harvesting complex 
3831 | electromagnetic spectrum | radio wave | photosystem I | light-harvesting complex 
3831 | electromagnetic spectrum | radio wave | photosystem I | reaction-center complex 
3831 | electromagnetic spectrum | radio wave | photosystem I | reaction-center complex 
3831 | electromagnetic spectrum | radio wave | photosystem I | light-harvesting complex 
3832 | amino acid sequence | amino acid | photosystem I | light-harvesting complex 
3832 | amino acid sequence | amino acid | photosystem I | reaction-center complex 
3832 | amino acid sequence | amino acid | photosystem I | reaction-center complex 
3832 | amino acid sequence | amino acid | photosystem I | light-harvesting complex 
3833 | amino acid sequence | amino acid | photosystem I | light-harvesting complex 
3833 | amino acid sequence | amino acid | photosystem I | reaction-center complex 
3833 | amino acid sequence | amino acid | photosystem I | reaction-center complex 
3833 | amino acid sequence | amino acid | photosystem I | light-harvesting complex 
3834 | multiprotein complex IV | proton pump | glycosidic linkage | polar covalent bond 
3834 | multiprotein complex IV | proton pump | glycosidic linkage | polar covalent bond 
3835 | multiprotein complex IV | cytochrome A3 | glycosidic linkage | polar covalent bond 
3835 | multiprotein complex IV | cytochrome A3 | glycosidic linkage | polar covalent bond 
3836 | reaction-center complex | protein | microfibril | cellulose 
3836 | reaction-center complex | protein | microfibril | cellulose 
3837 | reaction-center complex | chlorophyll A | microfibril | cellulose 
3837 | reaction-center complex | chlorophyll A | microfibril | cellulose 
3838 | reaction-center complex | chlorophyll A | microfibril | cellulose 
3838 | reaction-center complex | chlorophyll A | microfibril | cellulose 
3839 | reaction-center complex | protein | microfibril | cellulose 
3839 | reaction-center complex | protein | microfibril | cellulose 
3855 | phosphodiester bond | ester linkage | photosystem | light-harvesting complex 
3855 | phosphodiester bond | ester linkage | photosystem | reaction-center complex 
3856 | phosphodiester bond | ester linkage | photosystem | light-harvesting complex 
3856 | phosphodiester bond | ester linkage | photosystem | reaction-center complex 
3857 | mitochondrial electron transport chain | multiprotein complex-I | granum | thylakoid 
3857 | mitochondrial electron transport chain | multiprotein complex-I | granum | thylakoid 
3857 | mitochondrial electron transport chain | multiprotein complex-I | granum | thylakoid 
3858 | mitochondrial electron transport chain | multiprotein complex-II | granum | thylakoid 
3858 | mitochondrial electron transport chain | multiprotein complex-II | granum | thylakoid 
3858 | mitochondrial electron transport chain | multiprotein complex-II | granum | thylakoid 
3859 | mitochondrial electron transport chain | multiprotein complex-III | granum | thylakoid 
3859 | mitochondrial electron transport chain | multiprotein complex-III | granum | thylakoid 
3859 | mitochondrial electron transport chain | multiprotein complex-III | granum | thylakoid 
3860 | mitochondrial electron transport chain | multiprotein complex IV | granum | thylakoid 
3860 | mitochondrial electron transport chain | multiprotein complex IV | granum | thylakoid 
3860 | mitochondrial electron transport chain | multiprotein complex IV | granum | thylakoid 
3861 | mitochondrial electron transport chain | ubiquinone | granum | thylakoid 
3861 | mitochondrial electron transport chain | ubiquinone | granum | thylakoid 
3861 | mitochondrial electron transport chain | ubiquinone | granum | thylakoid 
3862 | granum | thylakoid | thylakoid electron transport chain | plastoquinone 
3862 | granum | thylakoid | thylakoid electron transport chain | plastocyanin 
3862 | granum | thylakoid | thylakoid electron transport chain | cytochrome complex 
3862 | granum | thylakoid | thylakoid electron transport chain | ferredoxin 
3863 | granum | thylakoid | thylakoid electron transport chain | plastoquinone 
3863 | granum | thylakoid | thylakoid electron transport chain | plastocyanin 
3863 | granum | thylakoid | thylakoid electron transport chain | cytochrome complex 
3863 | granum | thylakoid | thylakoid electron transport chain | ferredoxin 
