0 | NADP Plus | carbon skeleton | enzyme | active site 
14784 | basic amino acid | amino group | ATP | phosphate group 
14784 | basic amino acid | amino group | ATP | phosphate group 
14784 | basic amino acid | amino group | ATP | phosphate group 
14785 | basic amino acid | carbon skeleton | ATP | carbon skeleton 
14785 | basic amino acid | carbon skeleton | ATP | phosphate group 
14785 | basic amino acid | carbon skeleton | ATP | phosphate group 
14785 | basic amino acid | carbon skeleton | ATP | phosphate group 
14786 | basic amino acid | carboxyl group | ATP | carbon skeleton 
14786 | basic amino acid | carboxyl group | ATP | phosphate group 
14786 | basic amino acid | carboxyl group | ATP | phosphate group 
14786 | basic amino acid | carboxyl group | ATP | phosphate group 
14787 | basic amino acid | polar side chain | ATP | carbon skeleton 
14787 | basic amino acid | polar side chain | ATP | phosphate group 
14787 | basic amino acid | polar side chain | ATP | phosphate group 
14787 | basic amino acid | polar side chain | ATP | phosphate group 
14788 | cellulose | hydroxyl group | 3 phosphoglycerate | carbon skeleton 
14788 | cellulose | hydroxyl group | 3 phosphoglycerate | phosphate group 
14788 | cellulose | hydroxyl group | 3 phosphoglycerate | carboxyl group 
14789 | cellulose | carbonyl group | 3 phosphoglycerate | carbon skeleton 
14789 | cellulose | carbonyl group | 3 phosphoglycerate | phosphate group 
14789 | cellulose | carbonyl group | 3 phosphoglycerate | carboxyl group 
14790 | cellulose | carbon skeleton | 3 phosphoglycerate | carbon skeleton 
14790 | cellulose | carbon skeleton | 3 phosphoglycerate | phosphate group 
14790 | cellulose | carbon skeleton | 3 phosphoglycerate | carboxyl group 
14793 | hexose | hydroxyl group | aldehyde | carbon skeleton 
14793 | hexose | hydroxyl group | aldehyde | carbonyl group 
14794 | hexose | carbonyl group | aldehyde | carbon skeleton 
14794 | hexose | carbonyl group | aldehyde | carbonyl group 
14795 | hexose | carbon skeleton | aldehyde | carbon skeleton 
14795 | hexose | carbon skeleton | aldehyde | carbonyl group 
14797 | storage polysaccharide | hydroxyl group | NAD plus | carbon skeleton 
14798 | storage polysaccharide | carbonyl group | NAD plus | carbon skeleton 
14799 | storage polysaccharide | carbon skeleton | NAD plus | carbon skeleton 
14802 | oxidoreductase | carbon skeleton | allosteric enzyme | carbon skeleton 
14802 | oxidoreductase | carbon skeleton | allosteric enzyme | active site 
14802 | oxidoreductase | carbon skeleton | allosteric enzyme | allosteric site 
14803 | endoplasmic reticulum | cisternal space | carboxylic acid | carbon skeleton 
14803 | endoplasmic reticulum | cisternal space | carboxylic acid | carboxyl group 
14804 | glycogen | carbonyl group | phospholipid | carbon skeleton 
14804 | glycogen | carbonyl group | phospholipid | fatty acid tail 
14804 | glycogen | carbonyl group | phospholipid | fatty acid tail 
14804 | glycogen | carbonyl group | phospholipid | hydrophilic head 
14804 | glycogen | carbonyl group | phospholipid | phosphate group 
14805 | glycogen | hydroxyl group | phospholipid | carbon skeleton 
14805 | glycogen | hydroxyl group | phospholipid | fatty acid tail 
14805 | glycogen | hydroxyl group | phospholipid | fatty acid tail 
14805 | glycogen | hydroxyl group | phospholipid | hydrophilic head 
14805 | glycogen | hydroxyl group | phospholipid | phosphate group 
14806 | glycogen | carbon skeleton | phospholipid | carbon skeleton 
14806 | glycogen | carbon skeleton | phospholipid | fatty acid tail 
14806 | glycogen | carbon skeleton | phospholipid | fatty acid tail 
14806 | glycogen | carbon skeleton | phospholipid | hydrophilic head 
14806 | glycogen | carbon skeleton | phospholipid | phosphate group 
14812 | integral protein | carbon skeleton | phosphatidylcholine | hydrophilic head 
14812 | integral protein | carbon skeleton | phosphatidylcholine | fatty acid tail 
14824 | alcohol | carbon skeleton | hydrocarbon molecule | carbon skeleton 
14825 | alcohol | hydroxyl group | hydrocarbon molecule | carbon skeleton 
14828 | nitrogen atom | atomic nucleus | atom | atomic nucleus 
14828 | nitrogen atom | atomic nucleus | atom | electron-shell 
14829 | nitrogen atom | electron-shell | atom | atomic nucleus 
14829 | nitrogen atom | electron-shell | atom | electron-shell 
14834 | disaccharide | carbon skeleton | phospholipid | carbon skeleton 
14834 | disaccharide | carbon skeleton | phospholipid | fatty acid tail 
14834 | disaccharide | carbon skeleton | phospholipid | fatty acid tail 
14834 | disaccharide | carbon skeleton | phospholipid | hydrophilic head 
14834 | disaccharide | carbon skeleton | phospholipid | phosphate group 
14835 | disaccharide | carbonyl group | phospholipid | carbon skeleton 
14835 | disaccharide | carbonyl group | phospholipid | fatty acid tail 
14835 | disaccharide | carbonyl group | phospholipid | fatty acid tail 
14835 | disaccharide | carbonyl group | phospholipid | hydrophilic head 
14835 | disaccharide | carbonyl group | phospholipid | phosphate group 
14836 | disaccharide | hydroxyl group | phospholipid | carbon skeleton 
14836 | disaccharide | hydroxyl group | phospholipid | fatty acid tail 
14836 | disaccharide | hydroxyl group | phospholipid | fatty acid tail 
14836 | disaccharide | hydroxyl group | phospholipid | hydrophilic head 
14836 | disaccharide | hydroxyl group | phospholipid | phosphate group 
14842 | adenylyl cyclase | active site | prokaryote | nucleoid 
14843 | saturated fatty acid | carboxyl group | AMP | carbon skeleton 
14843 | saturated fatty acid | carboxyl group | AMP | phosphate group 
14844 | saturated fatty acid | carbon skeleton | AMP | carbon skeleton 
14844 | saturated fatty acid | carbon skeleton | AMP | phosphate group 
14853 | organic molecule | carbon skeleton | carboxylic acid | carbon skeleton 
14853 | organic molecule | carbon skeleton | carboxylic acid | carboxyl group 
14865 | lipid | carbon skeleton | ribulose bisphosphate | carbon skeleton 
14865 | lipid | carbon skeleton | ribulose bisphosphate | hydroxyl group 
14865 | lipid | carbon skeleton | ribulose bisphosphate | carbonyl group 
14865 | lipid | carbon skeleton | ribulose bisphosphate | phosphate group 
14873 | transport membrane protein | carbon skeleton | mitochondrion | mitochondrial matrix 
14878 | P700 | carbon skeleton | PGAP | carbon skeleton 
14878 | P700 | carbon skeleton | PGAP | phosphate group 
14878 | P700 | carbon skeleton | PGAP | carboxyl group 
14879 | P700 | methyl group | PGAP | carbon skeleton 
14879 | P700 | methyl group | PGAP | phosphate group 
14879 | P700 | methyl group | PGAP | carboxyl group 
14881 | steroid | carbon skeleton | allosteric enzyme | carbon skeleton 
14881 | steroid | carbon skeleton | allosteric enzyme | active site 
14881 | steroid | carbon skeleton | allosteric enzyme | allosteric site 
14883 | nucleotide | carbon skeleton | NADH | carbon skeleton 
14884 | nucleotide | phosphate group | NADH | carbon skeleton 
14885 | sucrose | carbon skeleton | carbon atom | atomic nucleus 
14886 | sucrose | hydroxyl group | carbon atom | atomic nucleus 
14887 | sucrose | carbonyl group | carbon atom | atomic nucleus 
14888 | microfibril | carbon skeleton | amino acid | carbon skeleton 
14888 | microfibril | carbon skeleton | amino acid | carboxyl group 
14888 | microfibril | carbon skeleton | amino acid | amino group 
14888 | microfibril | carbon skeleton | amino acid | R-group 
14898 | maltose | carbonyl group | GTP | phosphate group 
14898 | maltose | carbonyl group | GTP | carbon skeleton 
14899 | maltose | hydroxyl group | GTP | phosphate group 
14899 | maltose | hydroxyl group | GTP | carbon skeleton 
14900 | maltose | carbon skeleton | GTP | phosphate group 
14900 | maltose | carbon skeleton | GTP | carbon skeleton 
14901 | rough endoplasmic reticulum | cisternal space | ADP | carbon skeleton 
14901 | rough endoplasmic reticulum | cisternal space | ADP | phosphate group 
14902 | rubisco | active site | GTP | phosphate group 
14902 | rubisco | active site | GTP | carbon skeleton 
14903 | rubisco | carbon skeleton | GTP | phosphate group 
14903 | rubisco | carbon skeleton | GTP | carbon skeleton 
14904 | starch | carbon skeleton | mitochondrion | mitochondrial matrix 
14905 | starch | carbonyl group | mitochondrion | mitochondrial matrix 
14906 | starch | hydroxyl group | mitochondrion | mitochondrial matrix 
14907 | adenylyl cyclase | active site | rough endoplasmic reticulum | cisternal space 
14909 | carbon atom | atomic nucleus | aldehyde | carbon skeleton 
14909 | carbon atom | atomic nucleus | aldehyde | carbonyl group 
14912 | fatty acid | carbon skeleton | ATP | carbon skeleton 
14912 | fatty acid | carbon skeleton | ATP | phosphate group 
14912 | fatty acid | carbon skeleton | ATP | phosphate group 
14912 | fatty acid | carbon skeleton | ATP | phosphate group 
14913 | fatty acid | carboxyl group | ATP | carbon skeleton 
14913 | fatty acid | carboxyl group | ATP | phosphate group 
14913 | fatty acid | carboxyl group | ATP | phosphate group 
14913 | fatty acid | carboxyl group | ATP | phosphate group 
14915 | storage polysaccharide | hydroxyl group | polysaccharide | hydroxyl group 
14915 | storage polysaccharide | hydroxyl group | polysaccharide | carbonyl group 
14915 | storage polysaccharide | hydroxyl group | polysaccharide | carbon skeleton 
14916 | storage polysaccharide | carbonyl group | polysaccharide | hydroxyl group 
14916 | storage polysaccharide | carbonyl group | polysaccharide | carbonyl group 
14916 | storage polysaccharide | carbonyl group | polysaccharide | carbon skeleton 
14917 | storage polysaccharide | carbon skeleton | polysaccharide | hydroxyl group 
14917 | storage polysaccharide | carbon skeleton | polysaccharide | carbonyl group 
14917 | storage polysaccharide | carbon skeleton | polysaccharide | carbon skeleton 
14918 | phosphofructokinase | allosteric site | NADH | carbon skeleton 
14919 | phosphofructokinase | carbon skeleton | NADH | carbon skeleton 
14920 | phosphofructokinase | active site | NADH | carbon skeleton 
14922 | smooth endoplasmic reticulum | cisternal space | phospholipid | carbon skeleton 
14922 | smooth endoplasmic reticulum | cisternal space | phospholipid | fatty acid tail 
14922 | smooth endoplasmic reticulum | cisternal space | phospholipid | fatty acid tail 
14922 | smooth endoplasmic reticulum | cisternal space | phospholipid | hydrophilic head 
14922 | smooth endoplasmic reticulum | cisternal space | phospholipid | phosphate group 
14923 | cytochrome | carbon skeleton | prokaryote | nucleoid 
14924 | integrin | carbon skeleton | nucleotide | carbon skeleton 
14924 | integrin | carbon skeleton | nucleotide | phosphate group 
14934 | intermediate filament | carbon skeleton | triose | hydroxyl group 
14934 | intermediate filament | carbon skeleton | triose | carbonyl group 
14934 | intermediate filament | carbon skeleton | triose | carbon skeleton 
14938 | amine | amino group | triose | hydroxyl group 
14938 | amine | amino group | triose | carbonyl group 
14938 | amine | amino group | triose | carbon skeleton 
14943 | potassium | atomic nucleus | monosaccharide | hydroxyl group 
14943 | potassium | atomic nucleus | monosaccharide | carbonyl group 
14943 | potassium | atomic nucleus | monosaccharide | carbon skeleton 
14944 | potassium | electron-shell | monosaccharide | hydroxyl group 
14944 | potassium | electron-shell | monosaccharide | carbonyl group 
14944 | potassium | electron-shell | monosaccharide | carbon skeleton 
14956 | intermediate filament | carbon skeleton | endoplasmic reticulum | cisternal space 
14957 | mitochondrion | mitochondrial matrix | carbon atom | atomic nucleus 
14958 | P680 | carbon skeleton | microfibril | carbon skeleton 
14959 | P680 | methyl group | microfibril | carbon skeleton 
14966 | amine | amino group | chitin | hydroxyl group 
14966 | amine | amino group | chitin | carbonyl group 
14966 | amine | amino group | chitin | carbon skeleton 
14968 | tubulin | carbon skeleton | carboxylic acid | carbon skeleton 
14968 | tubulin | carbon skeleton | carboxylic acid | carboxyl group 
14971 | Golgi apparatus | cis face of golgi apparatus | prokaryote | nucleoid 
14984 | starch | carbon skeleton | glycogen | carbonyl group 
14984 | starch | carbon skeleton | glycogen | hydroxyl group 
14984 | starch | carbon skeleton | glycogen | carbon skeleton 
14985 | starch | carbonyl group | glycogen | carbonyl group 
14985 | starch | carbonyl group | glycogen | hydroxyl group 
14985 | starch | carbonyl group | glycogen | carbon skeleton 
14986 | starch | hydroxyl group | glycogen | carbonyl group 
14986 | starch | hydroxyl group | glycogen | hydroxyl group 
14986 | starch | hydroxyl group | glycogen | carbon skeleton 
14987 | glycoprotein | carbon skeleton | FADH2 | carbon skeleton 
14992 | cytochrome | carbon skeleton | carbon atom | atomic nucleus 
15000 | rubisco | active site | prokaryote | nucleoid 
15001 | rubisco | carbon skeleton | prokaryote | nucleoid 
15002 | prokaryote | nucleoid | hexose | hydroxyl group 
15002 | prokaryote | nucleoid | hexose | carbonyl group 
15002 | prokaryote | nucleoid | hexose | carbon skeleton 
15006 | prokaryote | nucleoid | atom | atomic nucleus 
15006 | prokaryote | nucleoid | atom | electron-shell 
15012 | Golgi apparatus | cis face of golgi apparatus | triose | hydroxyl group 
15012 | Golgi apparatus | cis face of golgi apparatus | triose | carbonyl group 
15012 | Golgi apparatus | cis face of golgi apparatus | triose | carbon skeleton 
15013 | channel protein | hydrophilic Channel | storage polysaccharide | hydroxyl group 
15013 | channel protein | hydrophilic Channel | storage polysaccharide | carbonyl group 
15013 | channel protein | hydrophilic Channel | storage polysaccharide | carbon skeleton 
15014 | carbohydrate side chain | hydroxyl group | channel protein | hydrophilic Channel 
