15 | hydrogenated vegetable oil | saturated fat | hydrophobic substance | hydrophobic compound 
15625 | animal cell | smooth endoplasmic reticulum | smooth endoplasmic reticulum | protein enzyme 
15626 | animal cell | Golgi apparatus | smooth endoplasmic reticulum | ER membrane 
15626 | animal cell | Golgi apparatus | smooth endoplasmic reticulum | cisterna 
15626 | animal cell | Golgi apparatus | smooth endoplasmic reticulum | aqueous solution 
15626 | animal cell | Golgi apparatus | smooth endoplasmic reticulum | protein enzyme 
15626 | animal cell | Golgi apparatus | smooth endoplasmic reticulum | protein enzyme 
15627 | animal cell | peroxisome | smooth endoplasmic reticulum | ER membrane 
15627 | animal cell | peroxisome | smooth endoplasmic reticulum | cisterna 
15627 | animal cell | peroxisome | smooth endoplasmic reticulum | aqueous solution 
15627 | animal cell | peroxisome | smooth endoplasmic reticulum | protein enzyme 
15627 | animal cell | peroxisome | smooth endoplasmic reticulum | protein enzyme 
15628 | algae | water | aqueous solution | water 
15637 | hypertonic solution | water | water molecule | oxygen atom 
15637 | hypertonic solution | water | water molecule | hydrogen atom 
15637 | hypertonic solution | water | water molecule | hydrogen atom 
15646 | organelle | aqueous solution | sunlight | ultraviolet ray 
15646 | organelle | aqueous solution | sunlight | infrared ray 
15646 | organelle | aqueous solution | sunlight | visible light 
15651 | iodine atom | neutron | mesophyll | mesophyll cell 
15651 | iodine atom | neutron | mesophyll | mesophyll cell 
15651 | iodine atom | neutron | mesophyll | mesophyll cell 
15652 | iodine atom | valence electron | mesophyll | mesophyll cell 
15652 | iodine atom | valence electron | mesophyll | mesophyll cell 
15652 | iodine atom | valence electron | mesophyll | mesophyll cell 
15671 | potassium ion | electron | hydrogenated vegetable oil | saturated fat 
15672 | potassium ion | neutron | hydrogenated vegetable oil | saturated fat 
15673 | potassium ion | proton | hydrogenated vegetable oil | saturated fat 
15682 | carbon 13 atom | neutron | chloroplast | protein enzyme 
15682 | carbon 13 atom | neutron | chloroplast | chloroplast membrane 
15682 | carbon 13 atom | neutron | chloroplast | protein enzyme 
15682 | carbon 13 atom | neutron | chloroplast | carotenoid 
15682 | carbon 13 atom | neutron | chloroplast | granum 
15682 | carbon 13 atom | neutron | chloroplast | stroma 
15682 | carbon 13 atom | neutron | chloroplast | protein enzyme 
15682 | carbon 13 atom | neutron | chloroplast | ribosome 
15683 | carbon 13 atom | proton | chloroplast | protein enzyme 
15683 | carbon 13 atom | proton | chloroplast | chloroplast membrane 
15683 | carbon 13 atom | proton | chloroplast | protein enzyme 
15683 | carbon 13 atom | proton | chloroplast | carotenoid 
15683 | carbon 13 atom | proton | chloroplast | granum 
15683 | carbon 13 atom | proton | chloroplast | stroma 
15683 | carbon 13 atom | proton | chloroplast | protein enzyme 
15683 | carbon 13 atom | proton | chloroplast | ribosome 
15706 | hydrophilic substance | hydrophilic compound | thylakoid membrane | plastoquinone 
15706 | hydrophilic substance | hydrophilic compound | thylakoid membrane | phospholipid bilayer 
15706 | hydrophilic substance | hydrophilic compound | thylakoid membrane | ATP synthase 
15706 | hydrophilic substance | hydrophilic compound | thylakoid membrane | thylakoid electron transport chain 
15707 | nitrogenous base | hydrogen atom | exoskeleton | chitin 
15732 | peroxisome | protein enzyme | hydrophobic substance | hydrophobic compound 
15733 | peroxisome | aqueous solution | hydrophobic substance | hydrophobic compound 
15742 | fluorine atom | neutron | hydrophobic substance | hydrophobic compound 
15743 | fluorine atom | valence electron | hydrophobic substance | hydrophobic compound 
15744 | cytoplasm | cellular structure | receptor protein | monomer 
15745 | cytoplasm | hydrophilic compound | receptor protein | monomer 
15747 | membrane | phospholipid bilayer | exoskeleton | chitin 
15748 | membrane | glycoprotein | exoskeleton | chitin 
15749 | membrane | glycolipid | exoskeleton | chitin 
15750 | membrane | saturated fatty acid | exoskeleton | chitin 
15751 | fluorine atom | neutron | centrosome | centriole 
15752 | fluorine atom | valence electron | centrosome | centriole 
15753 | calcium | electron | animal | animal cell 
15753 | calcium | electron | animal | water 
15754 | calcium | proton | animal | animal cell 
15754 | calcium | proton | animal | water 
15755 | calcium | neutron | animal | animal cell 
15755 | calcium | neutron | animal | water 
15756 | dynein | polypeptide | hydrophobic substance | hydrophobic compound 
15757 | dynein | atom | hydrophobic substance | hydrophobic compound 
15758 | dynein | monomer | hydrophobic substance | hydrophobic compound 
15759 | hydrophilic amino acid | hydrogen atom | neutral solution | hydroxide ion 
15759 | hydrophilic amino acid | hydrogen atom | neutral solution | hydrogen ion 
15760 | hydrophilic amino acid | oxygen atom | neutral solution | hydroxide ion 
15760 | hydrophilic amino acid | oxygen atom | neutral solution | hydrogen ion 
15761 | hydrophilic amino acid | oxygen atom | neutral solution | hydroxide ion 
15761 | hydrophilic amino acid | oxygen atom | neutral solution | hydrogen ion 
15762 | hydrophilic amino acid | hydrogen atom | neutral solution | hydroxide ion 
15762 | hydrophilic amino acid | hydrogen atom | neutral solution | hydrogen ion 
15763 | hydrophilic amino acid | nitrogen atom | neutral solution | hydroxide ion 
15763 | hydrophilic amino acid | nitrogen atom | neutral solution | hydrogen ion 
15767 | carrier protein | polypeptide | water molecule | oxygen atom 
15767 | carrier protein | polypeptide | water molecule | hydrogen atom 
15767 | carrier protein | polypeptide | water molecule | hydrogen atom 
15768 | carrier protein | monomer | water molecule | oxygen atom 
15768 | carrier protein | monomer | water molecule | hydrogen atom 
15768 | carrier protein | monomer | water molecule | hydrogen atom 
15769 | carrier protein | atom | water molecule | oxygen atom 
15769 | carrier protein | atom | water molecule | hydrogen atom 
15769 | carrier protein | atom | water molecule | hydrogen atom 
15770 | carrier protein | hydrophobic amino acid | water molecule | oxygen atom 
15770 | carrier protein | hydrophobic amino acid | water molecule | hydrogen atom 
15770 | carrier protein | hydrophobic amino acid | water molecule | hydrogen atom 
15771 | carrier protein | polar amino acid | water molecule | oxygen atom 
15771 | carrier protein | polar amino acid | water molecule | hydrogen atom 
15771 | carrier protein | polar amino acid | water molecule | hydrogen atom 
15788 | actin | monomer | phospholipid bilayer | phospholipid 
15788 | actin | monomer | phospholipid bilayer | phospholipid 
15788 | actin | monomer | phospholipid bilayer | lipid 
15788 | actin | monomer | phospholipid bilayer | lipid 
15788 | actin | monomer | phospholipid bilayer | lipid 
15788 | actin | monomer | phospholipid bilayer | lipid 
15788 | actin | monomer | phospholipid bilayer | phospholipid 
15798 | water molecule | oxygen atom | receptor protein | monomer 
15799 | water molecule | hydrogen atom | receptor protein | monomer 
15800 | water molecule | hydrogen atom | receptor protein | monomer 
15802 | aqueous salt solution | water | endoplasmic reticulum | ER membrane 
15802 | aqueous salt solution | water | endoplasmic reticulum | cisterna 
15802 | aqueous salt solution | water | endoplasmic reticulum | protein enzyme 
15802 | aqueous salt solution | water | endoplasmic reticulum | aqueous solution 
15802 | aqueous salt solution | water | endoplasmic reticulum | cisterna 
15803 | aqueous salt solution | ionic compound | endoplasmic reticulum | ER membrane 
15803 | aqueous salt solution | ionic compound | endoplasmic reticulum | cisterna 
15803 | aqueous salt solution | ionic compound | endoplasmic reticulum | protein enzyme 
15803 | aqueous salt solution | ionic compound | endoplasmic reticulum | aqueous solution 
15803 | aqueous salt solution | ionic compound | endoplasmic reticulum | cisterna 
15813 | plant | water | adenylyl cyclase | polypeptide 
15814 | plant | plant cell | adenylyl cyclase | polypeptide 
15827 | water molecule | oxygen atom | muscle | muscle cell 
15827 | water molecule | oxygen atom | muscle | muscle cell 
15828 | water molecule | hydrogen atom | muscle | muscle cell 
15828 | water molecule | hydrogen atom | muscle | muscle cell 
15829 | water molecule | hydrogen atom | muscle | muscle cell 
15829 | water molecule | hydrogen atom | muscle | muscle cell 
15859 | oxygen atom | valence electron | ice | water molecule 
15859 | oxygen atom | valence electron | ice | water molecule 
15860 | oxygen atom | valence electron | ice | water molecule 
15860 | oxygen atom | valence electron | ice | water molecule 
15861 | oxygen atom | neutron | ice | water molecule 
15861 | oxygen atom | neutron | ice | water molecule 
15867 | carrier protein | polypeptide | water vapour | water molecule 
15868 | carrier protein | monomer | water vapour | water molecule 
15869 | carrier protein | atom | water vapour | water molecule 
15870 | carrier protein | hydrophobic amino acid | water vapour | water molecule 
15871 | carrier protein | polar amino acid | water vapour | water molecule 
15885 | algae | water | radioactive tracer | radioactive isotope 
15893 | carotenoid | magnesium atom | animal | animal cell 
15893 | carotenoid | magnesium atom | animal | water 
15894 | oxygen atom | valence electron | water molecule | oxygen atom 
15894 | oxygen atom | valence electron | water molecule | hydrogen atom 
15894 | oxygen atom | valence electron | water molecule | hydrogen atom 
15895 | oxygen atom | valence electron | water molecule | oxygen atom 
15895 | oxygen atom | valence electron | water molecule | hydrogen atom 
15895 | oxygen atom | valence electron | water molecule | hydrogen atom 
15896 | oxygen atom | neutron | water molecule | oxygen atom 
15896 | oxygen atom | neutron | water molecule | hydrogen atom 
15896 | oxygen atom | neutron | water molecule | hydrogen atom 
15897 | FADH2 | atom | polymer | monomer 
15897 | FADH2 | atom | polymer | monomer 
15914 | glyoxysome | aqueous solution | buffered solution | buffer 
15915 | glyoxysome | protein enzyme | buffered solution | buffer 
15917 | muscle cell | smooth endoplasmic reticulum | sunlight | ultraviolet ray 
15917 | muscle cell | smooth endoplasmic reticulum | sunlight | infrared ray 
15917 | muscle cell | smooth endoplasmic reticulum | sunlight | visible light 
15918 | muscle cell | Golgi apparatus | sunlight | ultraviolet ray 
15918 | muscle cell | Golgi apparatus | sunlight | infrared ray 
15918 | muscle cell | Golgi apparatus | sunlight | visible light 
15919 | muscle cell | microfilament | sunlight | ultraviolet ray 
15919 | muscle cell | microfilament | sunlight | infrared ray 
15919 | muscle cell | microfilament | sunlight | visible light 
15920 | muscle cell | microfilament | sunlight | ultraviolet ray 
15920 | muscle cell | microfilament | sunlight | infrared ray 
15920 | muscle cell | microfilament | sunlight | visible light 
15921 | muscle cell | cytoplasm | sunlight | ultraviolet ray 
15921 | muscle cell | cytoplasm | sunlight | infrared ray 
15921 | muscle cell | cytoplasm | sunlight | visible light 
15922 | muscle cell | rough endoplasmic reticulum | sunlight | ultraviolet ray 
15922 | muscle cell | rough endoplasmic reticulum | sunlight | infrared ray 
15922 | muscle cell | rough endoplasmic reticulum | sunlight | visible light 
15923 | muscle cell | nucleus | sunlight | ultraviolet ray 
15923 | muscle cell | nucleus | sunlight | infrared ray 
15923 | muscle cell | nucleus | sunlight | visible light 
15924 | muscle cell | mitochondrion | sunlight | ultraviolet ray 
15924 | muscle cell | mitochondrion | sunlight | infrared ray 
15924 | muscle cell | mitochondrion | sunlight | visible light 
15925 | muscle cell | centrosome | sunlight | ultraviolet ray 
15925 | muscle cell | centrosome | sunlight | infrared ray 
15925 | muscle cell | centrosome | sunlight | visible light 
15926 | muscle cell | peroxisome | sunlight | ultraviolet ray 
15926 | muscle cell | peroxisome | sunlight | infrared ray 
15926 | muscle cell | peroxisome | sunlight | visible light 
15927 | transport membrane protein | polypeptide | protein | polypeptide 
15928 | transport membrane protein | hydrophobic amino acid | protein | polypeptide 
15929 | transport membrane protein | atom | protein | polypeptide 
15930 | transport membrane protein | monomer | protein | polypeptide 
15931 | transport membrane protein | polar amino acid | protein | polypeptide 
15960 | lead atom | neutron | unsaturated fat | unsaturated fatty acid 
15961 | lead atom | valence electron | unsaturated fat | unsaturated fatty acid 
15962 | hydrophobic amino acid | hydrogen atom | fat molecule | glycerol 
15962 | hydrophobic amino acid | hydrogen atom | fat molecule | fatty acid 
15963 | hydrophobic amino acid | oxygen atom | fat molecule | glycerol 
15963 | hydrophobic amino acid | oxygen atom | fat molecule | fatty acid 
15964 | hydrophobic amino acid | oxygen atom | fat molecule | glycerol 
15964 | hydrophobic amino acid | oxygen atom | fat molecule | fatty acid 
15965 | hydrophobic amino acid | hydrogen atom | fat molecule | glycerol 
15965 | hydrophobic amino acid | hydrogen atom | fat molecule | fatty acid 
15966 | hydrophobic amino acid | nitrogen atom | fat molecule | glycerol 
15966 | hydrophobic amino acid | nitrogen atom | fat molecule | fatty acid 
16000 | exoskeleton | chitin | hydroxide ion | oxygen atom 
16000 | exoskeleton | chitin | hydroxide ion | hydrogen atom 
16005 | chemical element | atom | ER membrane | carbohydrate 
16005 | chemical element | atom | ER membrane | phospholipid bilayer 
