0 | CAM plant | Starch storage by plant | thylakoid | Light reaction 
8811 | mitochondrion | Eukaryotic pyruvate oxidation | ribonuclease | Hydrolysis 
8815 | smooth endoplasmic reticulum | Metabolism | cytoplasmic protein kinase | Phosphorylation 
8817 | ATP synthase | Facilitated diffusion | ribonuclease | Hydrolysis 
8818 | ATP synthase | Synthesis of ATP | ribonuclease | Hydrolysis 
8828 | PEP carboxylase | Carbon fixation | radioactive isotope | Radioactivity 
8831 | ATP synthase | Facilitated diffusion | carbon 14 atom | Radioactivity 
8832 | ATP synthase | Synthesis of ATP | carbon 14 atom | Radioactivity 
8834 | cellulose | Adhesion | pepsin | Hydrolysis 
8835 | mitochondrion | Eukaryotic oxidative phosphorylation | lysosome | Intracellular digestion 
8835 | mitochondrion | Eukaryotic oxidative phosphorylation | lysosome | Autophagy 
8836 | mitochondrion | Eukaryotic pyruvate oxidation | lysosome | Intracellular digestion 
8836 | mitochondrion | Eukaryotic pyruvate oxidation | lysosome | Autophagy 
8837 | mitochondrion | Eukaryotic oxidative phosphorylation | carbon 14 atom | Radioactivity 
8838 | mitochondrion | Eukaryotic pyruvate oxidation | carbon 14 atom | Radioactivity 
8839 | chloroplast | Photosynthesis | radioactive isotope | Radioactivity 
8841 | dynein | Dynein walking | pepsin | Hydrolysis 
8844 | C3 plant | Starch storage by plant | lysosome | Intracellular digestion 
8844 | C3 plant | Starch storage by plant | lysosome | Autophagy 
8858 | smooth endoplasmic reticulum | Metabolism | plant | Starch storage by plant 
8858 | smooth endoplasmic reticulum | Metabolism | plant | Photosynthesis 
8859 | plant | Starch storage by plant | plant | Starch storage by plant 
8859 | plant | Starch storage by plant | plant | Photosynthesis 
8860 | plant | Photosynthesis | plant | Starch storage by plant 
8860 | plant | Photosynthesis | plant | Photosynthesis 
8861 | smooth endoplasmic reticulum | Metabolism | plant | Starch storage by plant 
8861 | smooth endoplasmic reticulum | Metabolism | plant | Photosynthesis 
8871 | rough endoplasmic reticulum | Metabolism | thylakoid | Light reaction 
8872 | lysosomal enzyme | Hydrolysis | plant | Starch storage by plant 
8872 | lysosomal enzyme | Hydrolysis | plant | Photosynthesis 
8873 | dynein | Dynein walking | ribonuclease | Hydrolysis 
8875 | ATP synthase | Facilitated diffusion | C4 plant | C4-photosynthesis 
8875 | ATP synthase | Facilitated diffusion | C4 plant | Starch storage by plant 
8876 | ATP synthase | Synthesis of ATP | C4 plant | C4-photosynthesis 
8876 | ATP synthase | Synthesis of ATP | C4 plant | Starch storage by plant 
8877 | mitochondrion | Eukaryotic oxidative phosphorylation | C4 plant | C4-photosynthesis 
8877 | mitochondrion | Eukaryotic oxidative phosphorylation | C4 plant | Starch storage by plant 
8878 | mitochondrion | Eukaryotic pyruvate oxidation | C4 plant | C4-photosynthesis 
8878 | mitochondrion | Eukaryotic pyruvate oxidation | C4 plant | Starch storage by plant 
8882 | pepsin | Hydrolysis | cytoplasmic protein kinase | Phosphorylation 
8886 | plant | Starch storage by plant | carbon 14 atom | Radioactivity 
8887 | plant | Photosynthesis | carbon 14 atom | Radioactivity 
8888 | cellulose | Adhesion | cytoplasmic protein kinase | Phosphorylation 
8889 | cytoplasmic protein kinase | Phosphorylation | ribonuclease | Hydrolysis 
8894 | plant | Starch storage by plant | carbon 14 atom | Radioactivity 
8895 | plant | Photosynthesis | carbon 14 atom | Radioactivity 
8896 | lysosome | Intracellular digestion | pepsin | Hydrolysis 
8897 | lysosome | Autophagy | pepsin | Hydrolysis 
8899 | lysosomal enzyme | Hydrolysis | ATP synthase | Facilitated diffusion 
8899 | lysosomal enzyme | Hydrolysis | ATP synthase | Synthesis of ATP 
8903 | plant | Starch storage by plant | lysosome | Intracellular digestion 
8903 | plant | Starch storage by plant | lysosome | Autophagy 
8904 | plant | Photosynthesis | lysosome | Intracellular digestion 
8904 | plant | Photosynthesis | lysosome | Autophagy 
8905 | CAM plant | Starch storage by plant | CAM plant | Starch storage by plant 
8905 | CAM plant | Starch storage by plant | CAM plant | Crassulacean acid metabolism 
8906 | CAM plant | Crassulacean acid metabolism | CAM plant | Starch storage by plant 
8906 | CAM plant | Crassulacean acid metabolism | CAM plant | Crassulacean acid metabolism 
8910 | C4 plant | C4-photosynthesis | radioactive isotope | Radioactivity 
8911 | C4 plant | Starch storage by plant | radioactive isotope | Radioactivity 
8913 | CAM plant | Starch storage by plant | CAM plant | Starch storage by plant 
8913 | CAM plant | Starch storage by plant | CAM plant | Crassulacean acid metabolism 
8914 | CAM plant | Crassulacean acid metabolism | CAM plant | Starch storage by plant 
8914 | CAM plant | Crassulacean acid metabolism | CAM plant | Crassulacean acid metabolism 
8930 | phosphofructokinase | Phosphorylation | pepsin | Hydrolysis 
8931 | chloroplast | Photosynthesis | lysosome | Intracellular digestion 
8931 | chloroplast | Photosynthesis | lysosome | Autophagy 
8947 | cotransporter | Cotransport | plant | Starch storage by plant 
8947 | cotransporter | Cotransport | plant | Photosynthesis 
8948 | cotransporter | Exergonic process | plant | Starch storage by plant 
8948 | cotransporter | Exergonic process | plant | Photosynthesis 
8950 | cellulose | Adhesion | CAM plant | Starch storage by plant 
8950 | cellulose | Adhesion | CAM plant | Crassulacean acid metabolism 
8951 | C3 plant | Starch storage by plant | carbon 14 atom | Radioactivity 
8953 | macrophage | Phagocytosis | lysosome | Intracellular digestion 
8953 | macrophage | Phagocytosis | lysosome | Autophagy 
8958 | PEP carboxylase | Carbon fixation | ATP synthase | Facilitated diffusion 
8958 | PEP carboxylase | Carbon fixation | ATP synthase | Synthesis of ATP 
8961 | cytoplasmic protein kinase | Phosphorylation | CAM plant | Starch storage by plant 
8961 | cytoplasmic protein kinase | Phosphorylation | CAM plant | Crassulacean acid metabolism 
8967 | CAM plant | Starch storage by plant | plant | Starch storage by plant 
8967 | CAM plant | Starch storage by plant | plant | Photosynthesis 
8968 | CAM plant | Crassulacean acid metabolism | plant | Starch storage by plant 
8968 | CAM plant | Crassulacean acid metabolism | plant | Photosynthesis 
8972 | thylakoid | Light reaction | radioactive isotope | Radioactivity 
8973 | cellulose | Adhesion | plant | Starch storage by plant 
8973 | cellulose | Adhesion | plant | Photosynthesis 
8976 | phosphofructokinase | Phosphorylation | pepsin | Hydrolysis 
8979 | mitochondrion | Eukaryotic oxidative phosphorylation | plant | Starch storage by plant 
8979 | mitochondrion | Eukaryotic oxidative phosphorylation | plant | Photosynthesis 
8980 | mitochondrion | Eukaryotic pyruvate oxidation | plant | Starch storage by plant 
8980 | mitochondrion | Eukaryotic pyruvate oxidation | plant | Photosynthesis 
8983 | cotransporter | Cotransport | plant | Starch storage by plant 
8983 | cotransporter | Cotransport | plant | Photosynthesis 
8984 | cotransporter | Exergonic process | plant | Starch storage by plant 
8984 | cotransporter | Exergonic process | plant | Photosynthesis 
8987 | ribonuclease | Hydrolysis | thylakoid | Light reaction 
8990 | cotransporter | Cotransport | plant | Starch storage by plant 
8990 | cotransporter | Cotransport | plant | Photosynthesis 
8991 | cotransporter | Exergonic process | plant | Starch storage by plant 
8991 | cotransporter | Exergonic process | plant | Photosynthesis 
9005 | dynein | Dynein walking | lysosome | Intracellular digestion 
9005 | dynein | Dynein walking | lysosome | Autophagy 
9010 | ATP synthase | Facilitated diffusion | radioactive isotope | Radioactivity 
9011 | ATP synthase | Synthesis of ATP | radioactive isotope | Radioactivity 
9013 | cotransporter | Cotransport | ribonuclease | Hydrolysis 
9014 | cotransporter | Exergonic process | ribonuclease | Hydrolysis 
9015 | C3 plant | Starch storage by plant | CAM plant | Starch storage by plant 
9015 | C3 plant | Starch storage by plant | CAM plant | Crassulacean acid metabolism 
9019 | carbon 14 atom | Radioactivity | carbon 14 atom | Radioactivity 
9022 | carbon 14 atom | Radioactivity | CAM plant | Starch storage by plant 
9022 | carbon 14 atom | Radioactivity | CAM plant | Crassulacean acid metabolism 
9025 | chloroplast | Photosynthesis | ribonuclease | Hydrolysis 
9026 | C3 plant | Starch storage by plant | carbon 14 atom | Radioactivity 
9029 | thylakoid | Light reaction | CAM plant | Starch storage by plant 
9029 | thylakoid | Light reaction | CAM plant | Crassulacean acid metabolism 
9030 | radioactive isotope | Radioactivity | C4 plant | C4-photosynthesis 
9030 | radioactive isotope | Radioactivity | C4 plant | Starch storage by plant 
9032 | ATP synthase | Facilitated diffusion | lysosome | Intracellular digestion 
9032 | ATP synthase | Facilitated diffusion | lysosome | Autophagy 
9033 | ATP synthase | Synthesis of ATP | lysosome | Intracellular digestion 
9033 | ATP synthase | Synthesis of ATP | lysosome | Autophagy 
9035 | rough endoplasmic reticulum | Metabolism | pepsin | Hydrolysis 
9045 | carbon 14 atom | Radioactivity | CAM plant | Starch storage by plant 
9045 | carbon 14 atom | Radioactivity | CAM plant | Crassulacean acid metabolism 
9055 | PEP carboxylase | Carbon fixation | radioactive isotope | Radioactivity 
9058 | C3 plant | Starch storage by plant | lysosome | Intracellular digestion 
9058 | C3 plant | Starch storage by plant | lysosome | Autophagy 
9059 | smooth endoplasmic reticulum | Metabolism | carbon 14 atom | Radioactivity 
9060 | ribonuclease | Hydrolysis | lysosome | Intracellular digestion 
9060 | ribonuclease | Hydrolysis | lysosome | Autophagy 
9062 | PEP carboxylase | Carbon fixation | carbon 14 atom | Radioactivity 
9067 | lysosome | Intracellular digestion | pepsin | Hydrolysis 
9068 | lysosome | Autophagy | pepsin | Hydrolysis 
9072 | phosphofructokinase | Phosphorylation | carbon 14 atom | Radioactivity 
9075 | carbon 14 atom | Radioactivity | ATP synthase | Facilitated diffusion 
9075 | carbon 14 atom | Radioactivity | ATP synthase | Synthesis of ATP 
9077 | carbon 14 atom | Radioactivity | thylakoid | Light reaction 
9078 | cotransporter | Cotransport | thylakoid | Light reaction 
9079 | cotransporter | Exergonic process | thylakoid | Light reaction 
9082 | rough endoplasmic reticulum | Metabolism | ATP synthase | Facilitated diffusion 
9082 | rough endoplasmic reticulum | Metabolism | ATP synthase | Synthesis of ATP 
9089 | chloroplast | Photosynthesis | CAM plant | Starch storage by plant 
9089 | chloroplast | Photosynthesis | CAM plant | Crassulacean acid metabolism 
9094 | radioactive isotope | Radioactivity | ATP synthase | Facilitated diffusion 
9094 | radioactive isotope | Radioactivity | ATP synthase | Synthesis of ATP 
9101 | rough endoplasmic reticulum | Metabolism | C4 plant | C4-photosynthesis 
9101 | rough endoplasmic reticulum | Metabolism | C4 plant | Starch storage by plant 
9102 | rough endoplasmic reticulum | Metabolism | lysosome | Intracellular digestion 
9102 | rough endoplasmic reticulum | Metabolism | lysosome | Autophagy 
9107 | chloroplast | Photosynthesis | cytoplasmic protein kinase | Phosphorylation 
9114 | thylakoid | Light reaction | plant | Starch storage by plant 
9114 | thylakoid | Light reaction | plant | Photosynthesis 
9116 | PEP carboxylase | Carbon fixation | lysosome | Intracellular digestion 
9116 | PEP carboxylase | Carbon fixation | lysosome | Autophagy 
9120 | mitochondrion | Eukaryotic oxidative phosphorylation | radioactive isotope | Radioactivity 
9121 | mitochondrion | Eukaryotic pyruvate oxidation | radioactive isotope | Radioactivity 
9124 | CAM plant | Starch storage by plant | carbon 14 atom | Radioactivity 
9125 | CAM plant | Crassulacean acid metabolism | carbon 14 atom | Radioactivity 
9126 | mitochondrion | Eukaryotic oxidative phosphorylation | cytoplasmic protein kinase | Phosphorylation 
9127 | mitochondrion | Eukaryotic pyruvate oxidation | cytoplasmic protein kinase | Phosphorylation 
9138 | cytoplasmic protein kinase | Phosphorylation | plant | Starch storage by plant 
9138 | cytoplasmic protein kinase | Phosphorylation | plant | Photosynthesis 
9140 | rough endoplasmic reticulum | Metabolism | pepsin | Hydrolysis 
9150 | CAM plant | Starch storage by plant | thylakoid | Light reaction 
9151 | CAM plant | Crassulacean acid metabolism | thylakoid | Light reaction 
9154 | cellulose | Adhesion | plant | Starch storage by plant 
9154 | cellulose | Adhesion | plant | Photosynthesis 
9169 | transport membrane protein | Facilitated diffusion | CAM plant | Starch storage by plant 
9169 | transport membrane protein | Facilitated diffusion | CAM plant | Crassulacean acid metabolism 
9171 | CAM plant | Starch storage by plant | ribonuclease | Hydrolysis 
9172 | CAM plant | Crassulacean acid metabolism | ribonuclease | Hydrolysis 
9175 | radioactive isotope | Radioactivity | cytoplasmic protein kinase | Phosphorylation 
9181 | transport membrane protein | Facilitated diffusion | CAM plant | Starch storage by plant 
9181 | transport membrane protein | Facilitated diffusion | CAM plant | Crassulacean acid metabolism 
9186 | macrophage | Phagocytosis | radioactive isotope | Radioactivity 
9187 | thylakoid | Light reaction | pepsin | Hydrolysis 
9195 | CAM plant | Starch storage by plant | C4 plant | C4-photosynthesis 
9195 | CAM plant | Starch storage by plant | C4 plant | Starch storage by plant 
9196 | CAM plant | Crassulacean acid metabolism | C4 plant | C4-photosynthesis 
9196 | CAM plant | Crassulacean acid metabolism | C4 plant | Starch storage by plant 
9202 | transport membrane protein | Facilitated diffusion | pepsin | Hydrolysis 
9207 | CAM plant | Starch storage by plant | carbon 14 atom | Radioactivity 
9208 | CAM plant | Crassulacean acid metabolism | carbon 14 atom | Radioactivity 
9209 | smooth endoplasmic reticulum | Metabolism | plant | Starch storage by plant 
9209 | smooth endoplasmic reticulum | Metabolism | plant | Photosynthesis 
9219 | carbon 14 atom | Radioactivity | lysosome | Intracellular digestion 
9219 | carbon 14 atom | Radioactivity | lysosome | Autophagy 
9224 | rough endoplasmic reticulum | Metabolism | carbon 14 atom | Radioactivity 
9226 | cytoplasmic protein kinase | Phosphorylation | ATP synthase | Facilitated diffusion 
9226 | cytoplasmic protein kinase | Phosphorylation | ATP synthase | Synthesis of ATP 
9236 | chloroplast | Photosynthesis | CAM plant | Starch storage by plant 
9236 | chloroplast | Photosynthesis | CAM plant | Crassulacean acid metabolism 
9237 | lysosomal enzyme | Hydrolysis | pepsin | Hydrolysis 
9238 | dynein | Dynein walking | C4 plant | C4-photosynthesis 
9238 | dynein | Dynein walking | C4 plant | Starch storage by plant 
9246 | cytoplasmic protein kinase | Phosphorylation | C4 plant | C4-photosynthesis 
9246 | cytoplasmic protein kinase | Phosphorylation | C4 plant | Starch storage by plant 
9247 | PEP carboxylase | Carbon fixation | lysosome | Intracellular digestion 
